id,name,score,url,address
21785802,北京金融街行政公寓,4.8,/hotel/21785802.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_8,西城区金融大街乙9号。 （ 西单、金融街地区天安门、王府井地区）
6806947,北京宝格丽酒店,4.7,/hotel/6806947.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_9,朝阳区新源南路8号院2号楼，近地铁10号线亮马桥站。 （ 燕莎、三里屯商业区）
6057426,欢墅·度假别墅(北京古北长城源著店),4.7,/hotel/6057426.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_10,密云区古北水镇国际旅游度假区龙湖长城源著小区内，近古北水镇、大广高速京承段司马台收费站、古北水镇售票大厅。 （ 密云风景区）
374781,北京首都宾馆,4.6,/hotel/374781.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_11,东城区前门东大街3号，近正义路。 （ 天安门、王府井地区）
385114,北京千禧大酒店,4.6,/hotel/385114.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_12,朝阳区东三环中路7号，近财富中心。 （ 国贸地区）
427091,北京鹏润国际大酒店,4.6,/hotel/427091.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_13,朝阳区霄云路26号，近天泽路。 （ 燕莎、三里屯商业区望京、酒仙桥、798地区）
429037,北京远通维景国际大酒店,4.6,/hotel/429037.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_14,西城区平安里西大街30号，近官园桥。 （ 西单、金融街地区）
419461,北京天伦王朝酒店,4.6,/hotel/419461.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_15,东城区王府井大街50号，近天主教堂、天安门。 （ 天安门、王府井地区）
426113,北京世纪金源大饭店,4.6,/hotel/426113.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_16,海淀区板井路69号，北京四季青桥东北角。 （ 西直门及北京展览馆地区）
996471,北京丰大国际大酒店,4.6,/hotel/996471.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_17,大兴区经济技术开发区荣华中路20号，近荣京东街。 （ 亦庄地区）
347426,北京东方君悦大酒店,4.6,/hotel/347426.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_18,东城区长安街1号东方广场，北京东方广场内。 （ 天安门、王府井地区）
608421,北京国家会议中心大酒店,4.6,/hotel/608421.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_19,朝阳区北辰西路8号院1号楼，近大屯路。 （ 亚运村、奥体中心地区）
375511,北京万达文华酒店,4.6,/hotel/375511.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_20,朝阳区建国路93号万达广场C座，近Soho现代城。 （ 国贸地区）
375093,北京首都机场东海康得思酒店(原朗豪酒店),4.6,/hotel/375093.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_21,顺义区首都机场三号航站楼一经路1号，近T3航站楼。 （ 首都机场、新国展地区）
634858,北京新世界酒店,4.6,/hotel/634858.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_22,东城区祈年大街8号，近东打磨厂街。 （ 前门、崇文门商贸区）
4889269,北京维景国际大酒店,4.6,/hotel/4889269.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_23,朝阳区北三环东路2号，近三元桥。 （ 国展中心地区）
429548,北京香格里拉饭店,4.6,/hotel/429548.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_24,海淀区紫竹院路29号，紫竹桥西北侧。 （ 西直门及北京展览馆地区）
483697,北京世纪金源香山商旅酒店,4.6,/hotel/483697.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_25,海淀区北正黄旗59号，近香山公园东门。 （ 香山、八大处风景区）
749504,北京百富怡大酒店,4.6,/hotel/749504.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_1,东城区东直门外大街南二里庄19号，近东直门外小街。 （ 东直门、工体、雍和宫地区）
431636,北京北大博雅国际酒店,4.6,/hotel/431636.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_2,海淀区中关村北大街127号，近北京大学-资源楼。 （ 中关村、五道口）
374795,北京伯豪瑞廷酒店,4.6,/hotel/374795.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_3,朝阳区光华路15号，近景闻街。 （ 国贸地区）
837819,北京裕龙国际酒店,4.6,/hotel/837819.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_4,海淀区阜成路40号，近空军总医院。 （ 公主坟、五棵松、石景山游乐园地区）
347308,北京王府井希尔顿酒店,4.6,/hotel/347308.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_5,东城区王府井东街8号，近澳门中心及王府半岛。 （ 天安门、王府井地区）
452641,北京日坛宾馆,4.6,/hotel/452641.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_6,朝阳区日坛路1号，近雅宝路。 （ 东直门、工体、雍和宫地区）
661096,北京凯迪克格兰云天大酒店,4.6,/hotel/661096.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_7,朝阳区北辰东路18号（近北京奥运会主会场－鸟巢）。 （ 亚运村、奥体中心地区）
427497,北京人卫酒店,4.6,/hotel/427497.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_8,朝阳区潘家园南里19号，潘家园路西口近二环路。 （ 劲松、潘家园地区）
419961,北京饭店诺金,4.6,/hotel/419961.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_9,东城区东长安街33号，近王府井大街。 （ 天安门、王府井地区）
431874,北京康莱德酒店,4.6,/hotel/431874.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_10,朝阳区东三环北路29号，近呼家楼。 （ 燕莎、三里屯商业区）
1286148,北京长安街天府尊雅酒店,4.6,/hotel/1286148.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_11,朝阳区建国门南大街2号，近建外大街。 （ 北京站、建国门地区国贸地区）
430210,北京北辰洲际酒店,4.6,/hotel/430210.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_12,朝阳区北辰西路8号院4号楼，近亚运村鸟巢。 （ 亚运村、奥体中心地区）
430270,北京中关村皇冠假日酒店,4.6,/hotel/430270.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_13,海淀区知春路106号，近中关村大街。 （ 中关村、五道口）
431373,湖南大厦,4.6,/hotel/431373.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_14,东城区北京站前街9号，近北京站。 （ 北京站、建国门地区）
997715,北京粤财JW万豪酒店,4.6,/hotel/997715.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_15,西城区宣武门外大街18号，近2号线宣武门站。 （ 西单、金融街地区）
1171705,北京金茂万丽酒店,4.6,/hotel/1171705.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_16,东城区王府井大街57号，近地铁5、6号线东四站。 （ 天安门、王府井地区）
11064228,北京一瓢客栈,4.8,/hotel/11064228.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_17,门头沟区潭柘寺镇紫旸山庄五区九号一瓢客栈，近潭王路。 （ 门头沟、潭柘寺、妙峰山风景区）
5470464,北京三里屯CHAO酒店,4.6,/hotel/5470464.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_18,朝阳区工人体育场东路4号（中国红街内100米），近工人体育场北路口。 （ 东直门、工体、雍和宫地区）
429047,北京雅诗阁来福士中心服务公寓,4.7,/hotel/429047.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_19,东城区东直门南大街1-2号，近东直门内大街。 （ 东直门、工体、雍和宫地区）
447622,北京益田影人花园酒店,4.6,/hotel/447622.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_20,怀柔区杨宋镇怀耿路122号（中影基地东侧），近杨雁路、雁栖湖景区。 （ 怀柔风景区）
426782,北京星河湾酒店,4.6,/hotel/426782.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_21,朝阳区四季星河路六号，近朝阳大悦城，毗邻地铁六号线青年路站B出口。 （ 国贸地区）
6410223,北京赛特饭店,4.6,/hotel/6410223.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_22,朝阳区建国门外大街22号，赛特购物中心旁。 （ 北京站、建国门地区国贸地区）
1216806,北京汇园酒店公寓(贵宾楼),4.6,/hotel/1216806.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_23,朝阳区安定门外北辰东路8号，北京国际会议中心北侧。 （ 亚运村、奥体中心地区）
